type,x,y,z,yaw,scale
Carrots,-1.0604,0.1661,0.5138,0.00,0.2074
Carrots,-1.0604,0.1661,0.6623,0.00,0.2074
Carrots,-1.0604,0.1661,0.8184,0.00,0.2074
Carrots,-1.1415,0.1661,0.3503,0.00,0.2074
Carrots,-1.1415,0.1661,0.5138,0.00,0.2074
Carrots,-1.1415,0.1661,0.6623,0.00,0.2074
Carrots,-1.1415,0.1661,0.8184,0.00,0.2074
Carrots,-1.2604,0.1661,0.3503,0.00,0.2074
Carrots,-1.2604,0.1661,0.5138,0.00,0.2074
Carrots,-1.2604,0.1661,0.6623,0.00,0.2074
Carrots,-1.2604,0.1661,0.8184,0.00,0.2074
Carrots,0.6393,0.1661,0.8184,0.00,0.2074
Carrots,0.6393,0.1661,0.6623,0.00,0.2074
Carrots,0.6393,0.1661,0.5138,0.00,0.2074
Carrots,0.6393,0.1661,0.3503,0.00,0.2074
Carrots,0.5486,0.1661,0.3503,0.00,0.2074
Carrots,0.5486,0.1661,0.5138,0.00,0.2074
Carrots,0.5486,0.1661,0.6623,0.00,0.2074
Carrots,0.5486,0.1661,0.8184,0.00,0.2074
Carrots,0.4297,0.1661,0.3503,0.00,0.2074
Carrots,0.4297,0.1661,0.5138,0.00,0.2074
Carrots,0.4297,0.1661,0.6623,0.00,0.2074
Carrots,0.4297,0.1661,0.8184,0.00,0.2074
Carrots,0.3388,0.1661,0.3503,0.00,0.2074
Carrots,0.3388,0.1661,0.5138,0.00,0.2074
Carrots,0.3388,0.1661,0.6623,0.00,0.2074
Carrots,0.3388,0.1661,0.8184,0.00,0.2074
Carrots,0.2200,0.1661,0.3503,0.00,0.2074
Carrots,0.2200,0.1661,0.5138,0.00,0.2074
Carrots,0.2200,0.1661,0.6623,0.00,0.2074
Carrots,0.2200,0.1661,0.8184,0.00,0.2074
Carrots,0.1388,0.1661,0.3503,0.00,0.2074
Carrots,0.1388,0.1661,0.5138,0.00,0.2074
Carrots,0.1388,0.1661,0.6623,0.00,0.2074
Carrots,0.1388,0.1661,0.8184,0.00,0.2074
Carrots,0.0200,0.1661,0.3503,0.00,0.2074
Carrots,0.0200,0.1661,0.5138,0.00,0.2074
Carrots,0.0200,0.1661,0.6623,0.00,0.2074
Carrots,0.0200,0.1661,0.8184,0.00,0.2074
CherryTree,-0.0137,-6.7162,14.2947,0.00,0.1135
CherryTree,-0.0137,-6.7162,-0.1642,0.00,0.1135
CornBushy,-8.2918,-1.2279,8.8539,0.00,0.1314
CornBushy,-8.2918,-1.2279,8.6806,0.00,0.1314
CornBushy,-8.2918,-1.2279,8.5025,0.00,0.1314
CornBushy,-8.1349,-1.2279,8.8539,0.00,0.1314
CornBushy,-8.1349,-1.2279,8.6806,0.00,0.1314
CornBushy,-8.1349,-1.2279,8.5025,0.00,0.1314
CornBushy,-7.9523,-1.2279,8.8539,0.00,0.1314
CornBushy,-7.9523,-1.2279,8.6806,0.00,0.1314
CornBushy,-7.9523,-1.2279,8.5025,0.00,0.1314
CornBushy,-7.8088,-1.2279,8.8539,0.00,0.1314
CornBushy,-7.8088,-1.2279,8.6806,0.00,0.1314
CornBushy,-7.8088,-1.2279,8.5025,0.00,0.1314
CornBushy,-7.6262,-1.2279,8.8539,0.00,0.1314
CornBushy,-7.6262,-1.2279,8.6806,0.00,0.1314
CornBushy,-7.6262,-1.2279,8.5025,0.00,0.1314
CornBushy,-5.6384,-1.2279,8.8539,0.00,0.1314
CornBushy,-5.6384,-1.2279,8.6806,0.00,0.1314
CornBushy,-5.6384,-1.2279,8.5025,0.00,0.1314
CornBushy,-5.4814,-1.2279,8.8539,0.00,0.1314
CornBushy,-5.4814,-1.2279,8.6806,0.00,0.1314
CornBushy,-5.4814,-1.2279,8.5025,0.00,0.1314
CornBushy,-5.2988,-1.2279,8.8539,0.00,0.1314
CornBushy,-5.2988,-1.2279,8.6806,0.00,0.1314
CornBushy,-5.2988,-1.2279,8.5025,0.00,0.1314
CornBushy,-5.1554,-1.2279,8.8539,0.00,0.1314
CornBushy,-5.1554,-1.2279,8.6806,0.00,0.1314
CornBushy,-5.1554,-1.2279,8.5025,0.00,0.1314
CornBushy,-4.9728,-1.2279,8.8539,0.00,0.1314
CornBushy,-4.9728,-1.2279,8.6806,0.00,0.1314
CornBushy,-4.9728,-1.2279,8.5025,0.00,0.1314
CornBushy,-6.9944,-1.2279,8.8539,0.00,0.1314
CornBushy,-6.9944,-1.2279,8.6806,0.00,0.1314
CornBushy,-6.9944,-1.2279,8.5025,0.00,0.1314
CornBushy,-6.8374,-1.2279,8.8539,0.00,0.1314
CornBushy,-6.8374,-1.2279,8.6806,0.00,0.1314
CornBushy,-6.8374,-1.2279,8.5025,0.00,0.1314
CornBushy,-6.6548,-1.2279,8.8539,0.00,0.1314
CornBushy,-6.6548,-1.2279,8.6806,0.00,0.1314
CornBushy,-6.6548,-1.2279,8.5025,0.00,0.1314
CornBushy,-6.5114,-1.2279,8.8539,0.00,0.1314
CornBushy,-6.5114,-1.2279,8.6806,0.00,0.1314
CornBushy,-6.5114,-1.2279,8.5025,0.00,0.1314
CornBushy,-6.3288,-1.2279,8.8539,0.00,0.1314
CornBushy,-6.3288,-1.2279,8.6806,0.00,0.1314
CornBushy,-6.3288,-1.2279,8.5025,0.00,0.1314
CornBushy,-2.9797,-1.2279,8.8539,0.00,0.1314
CornBushy,-2.9797,-1.2279,8.6806,0.00,0.1314
CornBushy,-2.9797,-1.2279,8.5025,0.00,0.1314
CornBushy,-2.8227,-1.2279,8.8539,0.00,0.1314
CornBushy,-2.8227,-1.2279,8.6806,0.00,0.1314
CornBushy,-2.8227,-1.2279,8.5025,0.00,0.1314
CornBushy,-2.6401,-1.2279,8.8539,0.00,0.1314
CornBushy,-2.6401,-1.2279,8.6806,0.00,0.1314
CornBushy,-2.6401,-1.2279,8.5025,0.00,0.1314
CornBushy,-2.4967,-1.2279,8.8539,0.00,0.1314
CornBushy,-2.4967,-1.2279,8.6806,0.00,0.1314
CornBushy,-2.4967,-1.2279,8.5025,0.00,0.1314
CornBushy,-2.3141,-1.2279,8.8539,0.00,0.1314
CornBushy,-2.3141,-1.2279,8.6806,0.00,0.1314
CornBushy,-2.3141,-1.2279,8.5025,0.00,0.1314
CornBushy,-4.3357,-1.2279,8.8539,0.00,0.1314
CornBushy,-4.3357,-1.2279,8.6806,0.00,0.1314
CornBushy,-4.3357,-1.2279,8.5025,0.00,0.1314
CornBushy,-4.1787,-1.2279,8.8539,0.00,0.1314
CornBushy,-4.1787,-1.2279,8.6806,0.00,0.1314
CornBushy,-4.1787,-1.2279,8.5025,0.00,0.1314
CornBushy,-3.9961,-1.2279,8.8539,0.00,0.1314
CornBushy,-3.9961,-1.2279,8.6806,0.00,0.1314
CornBushy,-3.9961,-1.2279,8.5025,0.00,0.1314
CornBushy,-3.8527,-1.2279,8.8539,0.00,0.1314
CornBushy,-3.8527,-1.2279,8.6806,0.00,0.1314
CornBushy,-3.8527,-1.2279,8.5025,0.00,0.1314
CornBushy,-3.6701,-1.2279,8.8539,0.00,0.1314
CornBushy,-3.6701,-1.2279,8.6806,0.00,0.1314
CornBushy,-3.6701,-1.2279,8.5025,0.00,0.1314
CornBushy,-1.6893,-1.2279,8.8539,0.00,0.1314
CornBushy,-1.6893,-1.2279,8.6806,0.00,0.1314
CornBushy,-1.6893,-1.2279,8.5025,0.00,0.1314
CornBushy,-1.5323,-1.2279,8.8539,0.00,0.1314
CornBushy,-1.5323,-1.2279,8.6806,0.00,0.1314
CornBushy,-1.5323,-1.2279,8.5025,0.00,0.1314
CornBushy,-1.3497,-1.2279,8.8539,0.00,0.1314
CornBushy,-1.3497,-1.2279,8.6806,0.00,0.1314
CornBushy,-1.3497,-1.2279,8.5025,0.00,0.1314
CornBushy,-1.2063,-1.2279,8.8539,0.00,0.1314
CornBushy,-1.2063,-1.2279,8.6806,0.00,0.1314
CornBushy,-1.2063,-1.2279,8.5025,0.00,0.1314
CornBushy,-1.0237,-1.2279,8.8539,0.00,0.1314
CornBushy,-1.0237,-1.2279,8.6806,0.00,0.1314
CornBushy,-1.0237,-1.2279,8.5025,0.00,0.1314
CornBushy,-0.3333,-1.2279,8.8539,0.00,0.1314
CornBushy,-0.3333,-1.2279,8.6806,0.00,0.1314
CornBushy,-0.3333,-1.2279,8.5025,0.00,0.1314
CornBushy,-0.1763,-1.2279,8.8539,0.00,0.1314
CornBushy,-0.1763,-1.2279,8.6806,0.00,0.1314
CornBushy,-0.1763,-1.2279,8.5025,0.00,0.1314
CornBushy,0.0063,-1.2279,8.8539,0.00,0.1314
CornBushy,0.0063,-1.2279,8.6806,0.00,0.1314
CornBushy,0.0063,-1.2279,8.5025,0.00,0.1314
CornBushy,0.1497,-1.2279,8.8539,0.00,0.1314
CornBushy,0.1497,-1.2279,8.6806,0.00,0.1314
CornBushy,0.1497,-1.2279,8.5025,0.00,0.1314
CornBushy,0.3323,-1.2279,8.8539,0.00,0.1314
CornBushy,0.3323,-1.2279,8.6806,0.00,0.1314
CornBushy,0.3323,-1.2279,8.5025,0.00,0.1314
CornBushy,-8.2918,-1.2279,0.3368,0.00,0.1314
CornBushy,-8.2918,-1.2279,0.1636,0.00,0.1314
CornBushy,-8.2918,-1.2279,-0.0146,0.00,0.1314
CornBushy,-8.1349,-1.2279,0.3368,0.00,0.1314
CornBushy,-8.1349,-1.2279,0.1636,0.00,0.1314
CornBushy,-8.1349,-1.2279,-0.0146,0.00,0.1314
CornBushy,-7.9523,-1.2279,0.3368,0.00,0.1314
CornBushy,-7.9523,-1.2279,0.1636,0.00,0.1314
CornBushy,-7.9523,-1.2279,-0.0146,0.00,0.1314
CornBushy,-7.8088,-1.2279,0.3368,0.00,0.1314
CornBushy,-7.8088,-1.2279,0.1636,0.00,0.1314
CornBushy,-7.8088,-1.2279,-0.0146,0.00,0.1314
CornBushy,-7.6262,-1.2279,0.3368,0.00,0.1314
CornBushy,-7.6262,-1.2279,0.1636,0.00,0.1314
CornBushy,-7.6262,-1.2279,-0.0146,0.00,0.1314
CornBushy,-5.6384,-1.2279,0.3368,0.00,0.1314
CornBushy,-5.6384,-1.2279,0.1636,0.00,0.1314
CornBushy,-5.6384,-1.2279,-0.0146,0.00,0.1314
CornBushy,-5.4814,-1.2279,0.3368,0.00,0.1314
CornBushy,-5.4814,-1.2279,0.1636,0.00,0.1314
CornBushy,-5.4814,-1.2279,-0.0146,0.00,0.1314
CornBushy,-5.2988,-1.2279,0.3368,0.00,0.1314
CornBushy,-5.2988,-1.2279,0.1636,0.00,0.1314
CornBushy,-5.2988,-1.2279,-0.0146,0.00,0.1314
CornBushy,-5.1554,-1.2279,0.3368,0.00,0.1314
CornBushy,-5.1554,-1.2279,0.1636,0.00,0.1314
CornBushy,-5.1554,-1.2279,-0.0146,0.00,0.1314
CornBushy,-4.9728,-1.2279,0.3368,0.00,0.1314
CornBushy,-4.9728,-1.2279,0.1636,0.00,0.1314
CornBushy,-4.9728,-1.2279,-0.0146,0.00,0.1314
CornBushy,-6.9944,-1.2279,0.3368,0.00,0.1314
CornBushy,-6.9944,-1.2279,0.1636,0.00,0.1314
CornBushy,-6.9944,-1.2279,-0.0146,0.00,0.1314
CornBushy,-6.8374,-1.2279,0.3368,0.00,0.1314
CornBushy,-6.8374,-1.2279,0.1636,0.00,0.1314
CornBushy,-6.8374,-1.2279,-0.0146,0.00,0.1314
CornBushy,-6.6548,-1.2279,0.3368,0.00,0.1314
CornBushy,-6.6548,-1.2279,0.1636,0.00,0.1314
CornBushy,-6.6548,-1.2279,-0.0146,0.00,0.1314
CornBushy,-6.5114,-1.2279,0.3368,0.00,0.1314
CornBushy,-6.5114,-1.2279,0.1636,0.00,0.1314
CornBushy,-6.5114,-1.2279,-0.0146,0.00,0.1314
CornBushy,-6.3288,-1.2279,0.3368,0.00,0.1314
CornBushy,-6.3288,-1.2279,0.1636,0.00,0.1314
CornBushy,-6.3288,-1.2279,-0.0146,0.00,0.1314
CornBushy,-2.9797,-1.2279,0.3368,0.00,0.1314
CornBushy,-2.9797,-1.2279,0.1636,0.00,0.1314
CornBushy,-2.9797,-1.2279,-0.0146,0.00,0.1314
CornBushy,-2.8227,-1.2279,0.3368,0.00,0.1314
CornBushy,-2.8227,-1.2279,0.1636,0.00,0.1314
CornBushy,-2.8227,-1.2279,-0.0146,0.00,0.1314
CornBushy,-2.6401,-1.2279,0.3368,0.00,0.1314
CornBushy,-2.6401,-1.2279,0.1636,0.00,0.1314
CornBushy,-2.6401,-1.2279,-0.0146,0.00,0.1314
CornBushy,-2.4967,-1.2279,0.3368,0.00,0.1314
CornBushy,-2.4967,-1.2279,0.1636,0.00,0.1314
CornBushy,-2.4967,-1.2279,-0.0146,0.00,0.1314
CornBushy,-2.3141,-1.2279,0.3368,0.00,0.1314
CornBushy,-2.3141,-1.2279,0.1636,0.00,0.1314
CornBushy,-2.3141,-1.2279,-0.0146,0.00,0.1314
CornBushy,-4.3357,-1.2279,0.3368,0.00,0.1314
CornBushy,-4.3357,-1.2279,0.1636,0.00,0.1314
CornBushy,-4.3357,-1.2279,-0.0146,0.00,0.1314
CornBushy,-4.1787,-1.2279,0.3368,0.00,0.1314
CornBushy,-4.1787,-1.2279,0.1636,0.00,0.1314
CornBushy,-4.1787,-1.2279,-0.0146,0.00,0.1314
CornBushy,-3.9961,-1.2279,0.3368,0.00,0.1314
CornBushy,-3.9961,-1.2279,0.1636,0.00,0.1314
CornBushy,-3.9961,-1.2279,-0.0146,0.00,0.1314
CornBushy,-3.8527,-1.2279,0.3368,0.00,0.1314
CornBushy,-3.8527,-1.2279,0.1636,0.00,0.1314
CornBushy,-3.8527,-1.2279,-0.0146,0.00,0.1314
CornBushy,-3.6701,-1.2279,0.3368,0.00,0.1314
CornBushy,-3.6701,-1.2279,0.1636,0.00,0.1314
CornBushy,-3.6701,-1.2279,-0.0146,0.00,0.1314
CornBushy,-1.6893,-1.2279,0.3368,0.00,0.1314
CornBushy,-1.6893,-1.2279,0.1636,0.00,0.1314
CornBushy,-1.6893,-1.2279,-0.0146,0.00,0.1314
CornBushy,-1.5323,-1.2279,0.3368,0.00,0.1314
CornBushy,-1.5323,-1.2279,0.1636,0.00,0.1314
CornBushy,-1.5323,-1.2279,-0.0146,0.00,0.1314
CornBushy,-1.3497,-1.2279,0.3368,0.00,0.1314
CornBushy,-1.3497,-1.2279,0.1636,0.00,0.1314
CornBushy,-1.3497,-1.2279,-0.0146,0.00,0.1314
CornBushy,-1.2063,-1.2279,0.3368,0.00,0.1314
CornBushy,-1.2063,-1.2279,0.1636,0.00,0.1314
CornBushy,-1.2063,-1.2279,-0.0146,0.00,0.1314
CornBushy,-1.0237,-1.2279,0.3368,0.00,0.1314
CornBushy,-1.0237,-1.2279,0.1636,0.00,0.1314
CornBushy,-1.0237,-1.2279,-0.0146,0.00,0.1314
CornBushy,-0.3333,-1.2279,0.3368,0.00,0.1314
CornBushy,-0.3333,-1.2279,0.1636,0.00,0.1314
CornBushy,-0.3333,-1.2279,-0.0146,0.00,0.1314
CornBushy,-0.1763,-1.2279,0.3368,0.00,0.1314
CornBushy,-0.1763,-1.2279,0.1636,0.00,0.1314
CornBushy,-0.1763,-1.2279,-0.0146,0.00,0.1314
CornBushy,0.0063,-1.2279,0.3368,0.00,0.1314
CornBushy,0.0063,-1.2279,0.1636,0.00,0.1314
CornBushy,0.0063,-1.2279,-0.0146,0.00,0.1314
CornBushy,0.1497,-1.2279,0.3368,0.00,0.1314
CornBushy,0.1497,-1.2279,0.1636,0.00,0.1314
CornBushy,0.1497,-1.2279,-0.0146,0.00,0.1314
CornBushy,0.3323,-1.2279,0.3368,0.00,0.1314
CornBushy,0.3323,-1.2279,0.1636,0.00,0.1314
CornBushy,0.3323,-1.2279,-0.0146,0.00,0.1314
CornThin,-8.0167,-1.4054,10.6114,0.00,0.1311
CornThin,-8.0167,-1.4054,10.4615,0.00,0.1311
CornThin,-8.0167,-1.4054,10.3004,0.00,0.1311
CornThin,-7.8609,-1.4054,10.6114,0.00,0.1311
CornThin,-7.8609,-1.4054,10.4615,0.00,0.1311
CornThin,-7.8609,-1.4054,10.3004,0.00,0.1311
CornThin,-7.6978,-1.4054,10.6114,0.00,0.1311
CornThin,-7.6978,-1.4054,10.4615,0.00,0.1311
CornThin,-7.6978,-1.4054,10.3004,0.00,0.1311
CornThin,-7.5373,-1.4054,10.6114,0.00,0.1311
CornThin,-7.5373,-1.4054,10.4615,0.00,0.1311
CornThin,-7.5373,-1.4054,10.3004,0.00,0.1311
CornThin,-7.3802,-1.4054,10.6114,0.00,0.1311
CornThin,-7.3802,-1.4054,10.4615,0.00,0.1311
CornThin,-7.3802,-1.4054,10.3004,0.00,0.1311
CornThin,-6.7095,-1.4054,10.6114,0.00,0.1311
CornThin,-6.7095,-1.4054,10.4615,0.00,0.1311
CornThin,-6.7095,-1.4054,10.3004,0.00,0.1311
CornThin,-6.5537,-1.4054,10.6114,0.00,0.1311
CornThin,-6.5537,-1.4054,10.4615,0.00,0.1311
CornThin,-6.5537,-1.4054,10.3004,0.00,0.1311
CornThin,-6.3906,-1.4054,10.6114,0.00,0.1311
CornThin,-6.3906,-1.4054,10.4615,0.00,0.1311
CornThin,-6.3906,-1.4054,10.3004,0.00,0.1311
CornThin,-6.2301,-1.4054,10.6114,0.00,0.1311
CornThin,-6.2301,-1.4054,10.4615,0.00,0.1311
CornThin,-6.2301,-1.4054,10.3004,0.00,0.1311
CornThin,-6.0730,-1.4054,10.6114,0.00,0.1311
CornThin,-6.0730,-1.4054,10.4615,0.00,0.1311
CornThin,-6.0730,-1.4054,10.3004,0.00,0.1311
CornThin,-5.3568,-1.4054,10.6114,0.00,0.1311
CornThin,-5.3568,-1.4054,10.4615,0.00,0.1311
CornThin,-5.3568,-1.4054,10.3004,0.00,0.1311
CornThin,-5.2009,-1.4054,10.6114,0.00,0.1311
CornThin,-5.2009,-1.4054,10.4615,0.00,0.1311
CornThin,-5.2009,-1.4054,10.3004,0.00,0.1311
CornThin,-5.0379,-1.4054,10.6114,0.00,0.1311
CornThin,-5.0379,-1.4054,10.4615,0.00,0.1311
CornThin,-5.0379,-1.4054,10.3004,0.00,0.1311
CornThin,-4.8774,-1.4054,10.6114,0.00,0.1311
CornThin,-4.8774,-1.4054,10.4615,0.00,0.1311
CornThin,-4.8774,-1.4054,10.3004,0.00,0.1311
CornThin,-4.7202,-1.4054,10.6114,0.00,0.1311
CornThin,-4.7202,-1.4054,10.4615,0.00,0.1311
CornThin,-4.7202,-1.4054,10.3004,0.00,0.1311
CornThin,-4.0724,-1.4054,10.6114,0.00,0.1311
CornThin,-4.0724,-1.4054,10.4615,0.00,0.1311
CornThin,-4.0724,-1.4054,10.3004,0.00,0.1311
CornThin,-3.9166,-1.4054,10.6114,0.00,0.1311
CornThin,-3.9166,-1.4054,10.4615,0.00,0.1311
CornThin,-3.9166,-1.4054,10.3004,0.00,0.1311
CornThin,-3.7535,-1.4054,10.6114,0.00,0.1311
CornThin,-3.7535,-1.4054,10.4615,0.00,0.1311
CornThin,-3.7535,-1.4054,10.3004,0.00,0.1311
CornThin,-3.5930,-1.4054,10.6114,0.00,0.1311
CornThin,-3.5930,-1.4054,10.4615,0.00,0.1311
CornThin,-3.5930,-1.4054,10.3004,0.00,0.1311
CornThin,-3.4359,-1.4054,10.6114,0.00,0.1311
CornThin,-3.4359,-1.4054,10.4615,0.00,0.1311
CornThin,-3.4359,-1.4054,10.3004,0.00,0.1311
CornThin,-2.7197,-1.4054,10.6114,0.00,0.1311
CornThin,-2.7197,-1.4054,10.4615,0.00,0.1311
CornThin,-2.7197,-1.4054,10.3004,0.00,0.1311
CornThin,-2.5639,-1.4054,10.6114,0.00,0.1311
CornThin,-2.5639,-1.4054,10.4615,0.00,0.1311
CornThin,-2.5639,-1.4054,10.3004,0.00,0.1311
CornThin,-2.4008,-1.4054,10.6114,0.00,0.1311
CornThin,-2.4008,-1.4054,10.4615,0.00,0.1311
CornThin,-2.4008,-1.4054,10.3004,0.00,0.1311
CornThin,-2.2403,-1.4054,10.6114,0.00,0.1311
CornThin,-2.2403,-1.4054,10.4615,0.00,0.1311
CornThin,-2.2403,-1.4054,10.3004,0.00,0.1311
CornThin,-2.0831,-1.4054,10.6114,0.00,0.1311
CornThin,-2.0831,-1.4054,10.4615,0.00,0.1311
CornThin,-2.0831,-1.4054,10.3004,0.00,0.1311
CornThin,-1.4110,-1.4054,10.6114,0.00,0.1311
CornThin,-1.4110,-1.4054,10.4615,0.00,0.1311
CornThin,-1.4110,-1.4054,10.3004,0.00,0.1311
CornThin,-1.2552,-1.4054,10.6114,0.00,0.1311
CornThin,-1.2552,-1.4054,10.4615,0.00,0.1311
CornThin,-1.2552,-1.4054,10.3004,0.00,0.1311
CornThin,-1.0921,-1.4054,10.6114,0.00,0.1311
CornThin,-1.0921,-1.4054,10.4615,0.00,0.1311
CornThin,-1.0921,-1.4054,10.3004,0.00,0.1311
CornThin,-0.9317,-1.4054,10.6114,0.00,0.1311
CornThin,-0.9317,-1.4054,10.4615,0.00,0.1311
CornThin,-0.9317,-1.4054,10.3004,0.00,0.1311
CornThin,-0.7745,-1.4054,10.6114,0.00,0.1311
CornThin,-0.7745,-1.4054,10.4615,0.00,0.1311
CornThin,-0.7745,-1.4054,10.3004,0.00,0.1311
CornThin,-0.0583,-1.4054,10.6114,0.00,0.1311
CornThin,-0.0583,-1.4054,10.4615,0.00,0.1311
CornThin,-0.0583,-1.4054,10.3004,0.00,0.1311
CornThin,0.0975,-1.4054,10.6114,0.00,0.1311
CornThin,0.0975,-1.4054,10.4615,0.00,0.1311
CornThin,0.0975,-1.4054,10.3004,0.00,0.1311
CornThin,0.2606,-1.4054,10.6114,0.00,0.1311
CornThin,0.2606,-1.4054,10.4615,0.00,0.1311
CornThin,0.2606,-1.4054,10.3004,0.00,0.1311
CornThin,0.4211,-1.4054,10.6114,0.00,0.1311
CornThin,0.4211,-1.4054,10.4615,0.00,0.1311
CornThin,0.4211,-1.4054,10.3004,0.00,0.1311
CornThin,0.5782,-1.4054,10.6114,0.00,0.1311
CornThin,0.5782,-1.4054,10.4615,0.00,0.1311
CornThin,0.5782,-1.4054,10.3004,0.00,0.1311
CornThin,-8.0167,-1.4054,0.1894,0.00,0.1311
CornThin,-8.0167,-1.4054,0.0396,0.00,0.1311
CornThin,-8.0167,-1.4054,-0.1215,0.00,0.1311
CornThin,-7.8609,-1.4054,0.1894,0.00,0.1311
CornThin,-7.8609,-1.4054,0.0396,0.00,0.1311
CornThin,-7.8609,-1.4054,-0.1215,0.00,0.1311
CornThin,-7.6978,-1.4054,0.1894,0.00,0.1311
CornThin,-7.6978,-1.4054,0.0396,0.00,0.1311
CornThin,-7.6978,-1.4054,-0.1215,0.00,0.1311
CornThin,-7.5373,-1.4054,0.1894,0.00,0.1311
CornThin,-7.5373,-1.4054,0.0396,0.00,0.1311
CornThin,-7.5373,-1.4054,-0.1215,0.00,0.1311
CornThin,-7.3802,-1.4054,0.1894,0.00,0.1311
CornThin,-7.3802,-1.4054,0.0396,0.00,0.1311
CornThin,-7.3802,-1.4054,-0.1215,0.00,0.1311
CornThin,-6.7095,-1.4054,0.1894,0.00,0.1311
CornThin,-6.7095,-1.4054,0.0396,0.00,0.1311
CornThin,-6.7095,-1.4054,-0.1215,0.00,0.1311
CornThin,-6.5537,-1.4054,0.1894,0.00,0.1311
CornThin,-6.5537,-1.4054,0.0396,0.00,0.1311
CornThin,-6.5537,-1.4054,-0.1215,0.00,0.1311
CornThin,-6.3906,-1.4054,0.1894,0.00,0.1311
CornThin,-6.3906,-1.4054,0.0396,0.00,0.1311
CornThin,-6.3906,-1.4054,-0.1215,0.00,0.1311
CornThin,-6.2301,-1.4054,0.1894,0.00,0.1311
CornThin,-6.2301,-1.4054,0.0396,0.00,0.1311
CornThin,-6.2301,-1.4054,-0.1215,0.00,0.1311
CornThin,-6.0730,-1.4054,0.1894,0.00,0.1311
CornThin,-6.0730,-1.4054,0.0396,0.00,0.1311
CornThin,-6.0730,-1.4054,-0.1215,0.00,0.1311
CornThin,-5.3568,-1.4054,0.1894,0.00,0.1311
CornThin,-5.3568,-1.4054,0.0396,0.00,0.1311
CornThin,-5.3568,-1.4054,-0.1215,0.00,0.1311
CornThin,-5.2009,-1.4054,0.1894,0.00,0.1311
CornThin,-5.2009,-1.4054,0.0396,0.00,0.1311
CornThin,-5.2009,-1.4054,-0.1215,0.00,0.1311
CornThin,-5.0379,-1.4054,0.1894,0.00,0.1311
CornThin,-5.0379,-1.4054,0.0396,0.00,0.1311
CornThin,-5.0379,-1.4054,-0.1215,0.00,0.1311
CornThin,-4.8774,-1.4054,0.1894,0.00,0.1311
CornThin,-4.8774,-1.4054,0.0396,0.00,0.1311
CornThin,-4.8774,-1.4054,-0.1215,0.00,0.1311
CornThin,-4.7202,-1.4054,0.1894,0.00,0.1311
CornThin,-4.7202,-1.4054,0.0396,0.00,0.1311
CornThin,-4.7202,-1.4054,-0.1215,0.00,0.1311
CornThin,-4.0724,-1.4054,0.1894,0.00,0.1311
CornThin,-4.0724,-1.4054,0.0396,0.00,0.1311
CornThin,-4.0724,-1.4054,-0.1215,0.00,0.1311
CornThin,-3.9166,-1.4054,0.1894,0.00,0.1311
CornThin,-3.9166,-1.4054,0.0396,0.00,0.1311
CornThin,-3.9166,-1.4054,-0.1215,0.00,0.1311
CornThin,-3.7535,-1.4054,0.1894,0.00,0.1311
CornThin,-3.7535,-1.4054,0.0396,0.00,0.1311
CornThin,-3.7535,-1.4054,-0.1215,0.00,0.1311
CornThin,-3.5930,-1.4054,0.1894,0.00,0.1311
CornThin,-3.5930,-1.4054,0.0396,0.00,0.1311
CornThin,-3.5930,-1.4054,-0.1215,0.00,0.1311
CornThin,-3.4359,-1.4054,0.1894,0.00,0.1311
CornThin,-3.4359,-1.4054,0.0396,0.00,0.1311
CornThin,-3.4359,-1.4054,-0.1215,0.00,0.1311
CornThin,-2.7197,-1.4054,0.1894,0.00,0.1311
CornThin,-2.7197,-1.4054,0.0396,0.00,0.1311
CornThin,-2.7197,-1.4054,-0.1215,0.00,0.1311
CornThin,-2.5639,-1.4054,0.1894,0.00,0.1311
CornThin,-2.5639,-1.4054,0.0396,0.00,0.1311
CornThin,-2.5639,-1.4054,-0.1215,0.00,0.1311
CornThin,-2.4008,-1.4054,0.1894,0.00,0.1311
CornThin,-2.4008,-1.4054,0.0396,0.00,0.1311
CornThin,-2.4008,-1.4054,-0.1215,0.00,0.1311
CornThin,-2.2403,-1.4054,0.1894,0.00,0.1311
CornThin,-2.2403,-1.4054,0.0396,0.00,0.1311
CornThin,-2.2403,-1.4054,-0.1215,0.00,0.1311
CornThin,-2.0831,-1.4054,0.1894,0.00,0.1311
CornThin,-2.0831,-1.4054,0.0396,0.00,0.1311
CornThin,-2.0831,-1.4054,-0.1215,0.00,0.1311
CornThin,-1.4110,-1.4054,0.1894,0.00,0.1311
CornThin,-1.4110,-1.4054,0.0396,0.00,0.1311
CornThin,-1.4110,-1.4054,-0.1215,0.00,0.1311
CornThin,-1.2552,-1.4054,0.1894,0.00,0.1311
CornThin,-1.2552,-1.4054,0.0396,0.00,0.1311
CornThin,-1.2552,-1.4054,-0.1215,0.00,0.1311
CornThin,-1.0921,-1.4054,0.1894,0.00,0.1311
CornThin,-1.0921,-1.4054,0.0396,0.00,0.1311
CornThin,-1.0921,-1.4054,-0.1215,0.00,0.1311
CornThin,-0.9317,-1.4054,0.1894,0.00,0.1311
CornThin,-0.9317,-1.4054,0.0396,0.00,0.1311
CornThin,-0.9317,-1.4054,-0.1215,0.00,0.1311
CornThin,-0.7745,-1.4054,0.1894,0.00,0.1311
CornThin,-0.7745,-1.4054,0.0396,0.00,0.1311
